ID	Name	SMILES	Origin	Source	InChiKey	recognized_monomers	nerpa2_supported_monomers	Cluster
BGC0001328.0	rakicidin A	CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O	Micromonospora sp. M42	MIBiG4.0	NODOLTRBPIFGCQ-CEIJAINISA-N	3	3	5308
BGC0001330.0	BE-43547A1	CC1C(OC(=O)CN(C(=O)/C=C/C(=C)NC(=O)CNC(=O)C(C1=O)(C)O)C)CCCCCCCCCCC(C)C	Micromonospora sp. RV43	MIBiG4.0	YHMLVTRWZBFDAT-ISLYRVAYSA-N	4	4	6192
BGC0001332.0	microtermolide A	CCC[C@@H](C)[C@@H]1[C@H](C(=O)NC(=C)/C=C/C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C)CCO	Streptomyces sp. MspMP-M5	MIBiG4.0	ODXMNBRNTDMSJW-ZAZPAPLLSA-N	3	3	4500
BGC0001344.2	tubulysin C	[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C	Cystobacter sp. SBCb004	MIBiG4.0	NZCNGJHOIKMMCG-UZRVFEFTSA-N	4	3	5903
BGC0001344.3	tubulysin D	CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C	Cystobacter sp. SBCb004	MIBiG4.0	SAJNCFZAPSBQTQ-UHFFFAOYSA-N	4	3	6087
BGC0001344.5	tubulysin F	[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C	Cystobacter sp. SBCb004	MIBiG4.0	RWWMZVCEIUIEHQ-WIIAZBTESA-N	4	3	6485
BGC0001344.7	tubulysin H	[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C	Cystobacter sp. SBCb004	MIBiG4.0	CYTBBNFQKZOQJE-YRKZXFTRSA-N	4	3	627
BGC0001344.8	tubulysin I	[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C	Cystobacter sp. SBCb004	MIBiG4.0	ADNHOQYEDVQAGD-XYFJCUIBSA-N	4	3	860
BGC0001346.0	bananamide 1	O=C(C(CC(C)C)NC(CC(O)CCCCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O	Pseudomonas fluorescens	MIBiG4.0	XESFGFJOLTYDKB-UHFFFAOYSA-N	8	8	2070
BGC0001347.0	poaeamide B	CCCCCCCC(CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(C(NC(C(CC)C)C(NC(CC(C)C)C(NC(CO)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CO)C(NC1C(C)CC)=O)=O)=O)=O)=O)=O)=O)C(C)OC1=O)=O)=O)=O)O	Pseudomonas synxantha	MIBiG4.0	HSTGPRBYUIRAIR-UHFFFAOYSA-N	10	10	812
BGC0001351.0	cahuitamycin A	[H]C(=O)N(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1COC(=N1)C1=CC=CC=C1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(O)=O	Streptomyces gandocaensis	MIBiG4.0	HAEVQUMQPJTONP-FUMNGEBKSA-N	6	4	6912
BGC0001351.1	cahuitamycin B	[H]C(=O)N(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)C1=CC=CC=C1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(O)=O	Streptomyces gandocaensis	MIBiG4.0	XGZZLYNXFASBPQ-FUMNGEBKSA-N	6	4	3129
BGC0001351.2	cahuitamycin C	[H]C(=O)N(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1COC(=N1)C1=C(C)C=CC=C1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(O)=O	Streptomyces gandocaensis	MIBiG4.0	CEBZKLPHLLOCLA-FUMNGEBKSA-N	5	4	2769
BGC0001358.0	leucinostatin A	CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(C)C)C	Purpureocillium lilacinum	MIBiG4.0	FOAIGCPESMNWQP-WCWDXBQESA-N	8	5	4273
BGC0001370.0	lipopeptide 8D1-1	CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@H](C(O)CON)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)C1=CC=C(O)C=C1	Streptomyces rochei	MIBiG4.0	QNGZHJMCVSLSCC-ZSUMOKISSA-N	10	10	3299
BGC0001370.1	lipopeptide 8D1-2	CCCC(O)C(O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@H](C(O)CON)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)C1=CC=C(O)C=C1	Streptomyces rochei	MIBiG4.0	IIAGTWVBMJDMAG-ZSUMOKISSA-N	10	10	5003
BGC0001393.0	lugdunin	CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C2N[C@@H](CS2)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC3=CNC4=CC=CC=C43)C(C)C)C(C)C)C(C)C)C(C)C	Staphylococcus lugdunensis N920143	MIBiG4.0	QZNGYMKAHFFKCJ-ZBQZSICZSA-N	7	7	6261
BGC0001406.0	telomycin	C[C@@H]1[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N2CC[C@@H]([C@H]2C(=O)N/C(=C/C3=CNC4=CC=CC=C43)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N5CC[C@H]([C@H]5C(=O)O1)O)[C@H](C(C)C)O)[C@H](C)C6=CNC7=CC=CC=C76)O)C)[C@H](C)O)NC(=O)[C@H](CO)NC(=O)C[C@@H](C(=O)O)N	Streptomyces canus	MIBiG4.0	FJEKCPBQVANMTA-BYEAFURWSA-N	10	10	1003
BGC0001413.0	cystobactamid 919-1	CC(C)OC1=C(C=CC(=C1)C(=O)O)NC(=O)C2=C(C(=C(C=C2)NC(=O)C3=CC=C(C=C3)NC(=O)[C@H]([C@@H](C(=O)N)NC(=O)C4=CC=C(C=C4)NC(=O)C5=CC=C(C=C5)[N+](=O)[O-])OC)OC(C)C)O	Cystobacter sp. Cbv34	MIBiG4.0	TZTXOYPVRYYVCQ-VQIIKMDRSA-N	3	3	1772
BGC0001414.0	griselimycin	C[C@@H]1C[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N3CCC[C@H]3C(=O)N([C@H](C(=O)NCC(=O)OC([C@@H](C(=O)N[C@H](C(=O)N2C1)CC(C)C)N(C)C(=O)[C@@H]4C[C@H](CN4C(=O)[C@H](C(C)C)N(C)C(=O)C)C)C)CC(C)C)C)C(C)C)C)CC(C)C	Streptomyces muensis	MIBiG4.0	JSNIAKPKPNJUEP-UHUGAYFASA-N	9	9	6481
BGC0001417.0	myxochromide D	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	Cystobacterineae bacterium	MIBiG4.0	CKLSQBHYSVQHIP-RNOUXJFASA-N	5	5	2014
BGC0001421.0	myxochromide B	C(=C/C=C/C=C/C=C/C=C/C=C/C)\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC([C@@H](NC(=O)[C@@H](NC([C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC1=O)=O)C)CCC(=O)N)=O	Myxococcus sp.	MIBiG4.0	KYZNRVQAIZUYOL-XUXGPXDNSA-N	7	7	7004
BGC0001422.0	myxochromide A	CC\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)C(C)NC1=O	Myxococcus fulvus HW-1	MIBiG4.0	TXEVVKPQBOIUHV-DHXUWNHESA-N	6	6	5073
BGC0001423.0	myxochromide C	C1(=O)N[C@@H](CC(C)C)C(N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)C(=O)N[C@@H]1C)=O	Myxococcus hansupus	MIBiG4.0	PGDHWOJLFUOUFT-MHRFNMCSSA-N	5	5	5977
BGC0001425.0	myxochromide A	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	Myxococcus xanthus DK 1622	MIBiG4.0	NDLATPRQLJTXJX-OBQOMHFNSA-N	5	5	601
BGC0001448.0	malacidin A	C[C@@H]1C[C@H]2C(=O)NC([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N2C1)C(C)C)C(C)C(=O)O)CC(=O)O)C(C(=O)O)O)CCCCN)C(C)C)NC(=O)[C@H](C(C)C(=O)O)NC(=O)/C=C/C=C\CCC(C)C)C	uncultured bacterium	MIBiG4.0	USNOUEMKNKRWQT-ORRWAHHJSA-N	10	9	4338
BGC0001448.1	malacidin B	CCC(C)CC/C=C\C=C\C(=O)N[C@@H](C(C)C(=O)O)C(=O)N[C@H]1C(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CCCCN)C(C(=O)O)O)CC(=O)O)C(C)C(=O)O)C(C)C)C)C	uncultured bacterium	MIBiG4.0	SMTCDPMWINUUKC-AVBBYWJWSA-N	10	9	6848
BGC0001451.0	FR900359	CCC(=O)N[C@@H]([C@@H](C(C)C)O)C(=O)O[C@@H]([C@H]1C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@@H](C(=O)N(C(=C)C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)C)C)C)C)CC2=CC=CC=C2)NC(=O)C)C(C)C)[C@@H](C)OC)C)C(C)C	Candidatus Burkholderia crenata	MIBiG4.0	IMXKHFILKMPFGB-ZWYWTTNJSA-N	8	8	6808
BGC0001459.0	decaplanin	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC=C(O4)C=C1)OC1CC(C(C(O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)O)O)O	Amycolatopsis regifaucium	MIBiG4.0	SJSZMXQSCZCGFO-UHFFFAOYSA-N	10	7	2663
BGC0001461.0	Actinoidin B	O=C(O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C(NC(=O)C(NC(=O)C(N)C4=CC=C(O)C(Cl)=C4)C(O)C5=CC=C(OC=6C=C3C=C(OC7=CC=C(C=C7Cl)C2OC8OC(C)C(OC)C(N)C8)C6OC9OC(CO)C(O)C(O)C9OC%10OC(C)C(O)C(N)C%10)C=C5)CC=%11C=CC=CC%11)C=%12C=CC(O)=C(C%12)C%13=C(OC%14OC(CO)C(O)C(O)C%14O)C=C(O)C=C%131	Amycolatopsis keratiniphila subsp. nogabecina	MIBiG4.0	VLQQRKXPWDSMMH-UHFFFAOYSA-N	11	7	7223
BGC0001462.0	avoparcin	C[C@H]1[C@@H]([C@@H](C[C@@H](O1)O[C@H]2[C@H]3C(=O)N[C@@H](C4=CC(=CC(=C4C5=C(C=CC(=C5)[C@H](C(=O)N3)NC(=O)[C@H]6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)O[C@H]9C([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)N)OC1=CC=C(C=C1)[C@H]([C@H](C(=O)N[C@H](C(=O)N6)C1=CC=C(C=C1)O)NC(=O)[C@@H](C1=CC=C(C=C1)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)NC)O)O)O)O)C(=O)O)N)O	Amycolatopsis coloradensis	MIBiG4.0	OTKPPUXRIADSGD-PPRNARJGSA-N	11	7	3239
BGC0001469.0	marthiapeptide A	[H][C@@]12CSC(=N1)C1=CSC(=N1)C1=CSC(=N1)C1=CSC(=N1)[C@@H](C)NC(=O)[C@@]([H])(NC(=O)[C@@H](CC1=CC=CC=C1)NC2=O)[C@@H](C)CC	Brevibacillus sp. Leaf182	MIBiG4.0	BTQRWSUKDHTMKD-DUKGZVIDSA-N	7	7	5153
BGC0001502.0	amonabactin P 750	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Aeromonas hydrophila subsp. hydrophila ATCC 7966	MIBiG4.0	AQVANOYBWBHIEH-QKDODKLFSA-N	6	6	6671
BGC0001517.0	asperphenamate	C1=CC=C(C=C1)C[C@@H](COC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4	Aspergillus terreus NIH2624	MIBiG4.0	CVULDJMCSSACEO-VMPREFPWSA-N	4	3	643
BGC0001519.0	aurantimycin A	COC[C@@H]1N(O)C(=O)[C@H]2CCCNN2C(=O)[C@@H](NC(=O)[C@](C)(O)[C@]2(O)CC[C@@H](CC(C)C)[C@H](C)O2)[C@@H](OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC1=O)C(C)C	Streptomyces aurantiacus JA 4570	MIBiG4.0	JSVPJXYQXDNLRD-NSCUIBACSA-N	4	2	4302
BGC0001532.0	bogorol A	[H][C@](NC(=O)[C@@H](CCCN)NC(=O)C(CC(C)C)NC(=O)C(\NC(=O)[C@@H](O)[C@@H](C)CC)=C/C)([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(C)C	Brevibacillus laterosporus	MIBiG4.0	OUGJGNKKLVPBBE-XOWHIZSUSA-N	14	13	3396
BGC0001561.0	curacomycin	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	Streptomyces curacoi	MIBiG4.0	CUXAULQHGRSWLF-IKVCUCANSA-N	5	5	2321
BGC0001565.0	cyclosporin C	C/C=C/C[C@@H](C)[C@H]([C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)[C@@H](C)O)O	Beauveria felina	MIBiG4.0	JTOKYIBTLUQVQV-QRVTZXGZSA-N	11	11	6394
BGC0001569.0	dechlorocuracomycin	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	Streptomyces noursei ATCC 11455	MIBiG4.0	OMJIEOKXBASSMV-IFENFBHBSA-N	6	6	4149
BGC0001570.0	deimino-antipain	CC(C)[C@@H](C(=O)NC(CCCN=C(N)N)C=O)NC(=O)[C@H](CCCNC(=O)N)NC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O	Streptomyces albulus	MIBiG4.0	BSQUDBCOAFMVDB-KTYMLHDXSA-N	4	2	7171
BGC0001582.0	ecumicin	[H][C@]1(NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=CC=CC(OC)=C23)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@]([H])([C@@H](C)O)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@@H](C)OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C(C)C)[C@H](O)C1=CC=CC=C1	Nonomuraea sp. MJM5123	MIBiG4.0	NFPKVSAWAVSWGF-SVJFMMICSA-N	12	11	184
BGC0001620.0	ilamycin B1	C/C=C/C[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1)CC(C)C)CC(C)C)C)C)CC2=CC(=C(C=C2)O)[N+](=O)[O-])CC(C)C)C)CC3=CN(C4=CC=CC=C43)C(C)(C)C=C	Streptomyces atratus	MIBiG4.0	HCKHGXRBMDZKJV-PHEUGNLPSA-N	6	6	2385
BGC0001620.2	ilamycin C1	C/C=C/C[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H]2C[C@@H]([C@H](N(C2=O)[C@H](C(=O)N1)CC(C)C)O)C)C)C)CC3=CC(=C(C=C3)O)[N+](=O)[O-])CC(C)C)C)CC4=CN(C5=CC=CC=C54)C(C)(C)[C@H]6CO6	Streptomyces atratus	MIBiG4.0	JSZUQPCUWLSQDN-NVYHBLSCSA-N	5	5	6272
BGC0001628.0	JBIR-78	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Kibdelosporangium sp. AK-AA56	MIBiG4.0	AYHQEXAHORNEMG-CGBMOQSMSA-N	8	7	5490
BGC0001628.1	JBIR-95	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CS(O)(=O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Kibdelosporangium sp. AK-AA56	MIBiG4.0	LDYZAOFAJYXPFY-LVIJEMCTSA-N	8	6	4702
BGC0001629.0	jessenipeptin	CCCCCCC[C@H](CC(=O)N/C(=C\C)/C(=O)N1CCC[C@@H]1C(=O)N[C@H]([C@H](C)CC)C(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N/C(=C\C)/C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)C)CCN)CO)CC3=CC=CC=C3)C)O	Pseudomonas sp. QS1027	MIBiG4.0	RCRYELMDBHQIMX-JRGFPVMHSA-N	19	19	3159
BGC0001630.0	kasumigamide	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	uncultured Candidatus Entotheonella sp.	MIBiG4.0	WUXSZVRSSSITPJ-LHXUXNRLSA-N	5	5	7218
BGC0001635.0	kistamicin A	NC(CC1=CC=C(O)C=C1)C(=O)NC1CC2=CNC3=C2C=CC(=C3)C2=CC3=CC(OC4=CC=C(CC5NC(=O)C(NC(=O)C3NC(=O)C(NC1=O)C1=CC(O)=CC(O)=C1)C1=CC=C(OC3=C(O)C=CC(=C3)C(NC5=O)C(O)=O)C(Cl)=C1)C=C4)=C2O	Nonomuraea sp. ATCC 55076	MIBiG4.0	UFHMIPMOTWJTKL-UHFFFAOYSA-N	5	5	5235
BGC0001636.0	KK-1	CCC(C)C1C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(CC2=CC=C(OC)C=C2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)O)C(=O)N(C)C(C(C)C)C(=O)N1C	Curvularia clavata	MIBiG4.0	DIYFOMLSLDLOMV-UHFFFAOYSA-N	9	9	6112
BGC0001657.0	lysocin	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N([C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CC2=CNC3=CC=CC=C32)CCC(=O)N)CCC(=O)O)CCCN=C(N)N)CC(C)C)CC4=CC=CC=C4)C)CO)CCCN=C(N)N)NC(=O)C[C@@H](CC(C)C)O)C)[C@@H](C)O	Lysobacter sp. RH2180-5	MIBiG4.0	QJPVBLGWZKAQRW-BQBICWQZSA-N	12	12	3287
BGC0001667.1	microcystin-FR	CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O	Fischerella sp. CENA161	MIBiG4.0	NCIZAPYSXYPFOU-POWPIGGBSA-N	7	6	7184
BGC0001667.2	microcystin-LA	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	Fischerella sp. CENA161	MIBiG4.0	DIAQQISRBBDJIM-DRSCAGMXSA-N	7	6	5303
BGC0001667.3	microcystin-LAba	C[C@H]1[C@@H](NC(=O)C(NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	Fischerella sp. CENA161	MIBiG4.0	MGGRDOJGYXQAGY-JBBKKQAGSA-N	7	5	6477
BGC0001667.4	microcystin-LM	C[C@@H](/C=C(\C)/C=C/C([C@H](C)C(=O)N(C)[C@H](CC[C]=O)C(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](C)[C@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N)[C@H](CC1=CC=CC=C1)OC	Fischerella sp. CENA161	MIBiG4.0	TUHOUIVPEYZMHY-YOPAGSBUSA-N	6	4	3946
BGC0001667.6	microcystin-LL	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)C(NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CC(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	Fischerella sp. CENA161	MIBiG4.0	GLDUYXHQWLQPRR-IIERUUKBSA-N	7	6	6323
BGC0001695.0	neoantimycin	[H][C@]1(OC(=O)C(C)(C)[C@@H](O)[C@@H](CC2=CC=CC=C2)OC(=O)[C@@H](OC(=O)[C@@H](NC(=O)C2=C(O)C(NC=O)=CC=C2)[C@H](C)OC1=O)C(C)C)[C@@H](C)CC	Streptomyces conglobatus	MIBiG4.0	JIJATTFJYJZEBT-MDDNAQDNSA-N	3	3	6818
BGC0001705.0	nodularin	C/C=C\1/C(=O)N[C@H]([C@H](C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O	Nostoc sp. CENA543	MIBiG4.0	IXBQSRWSVIBXNC-OEWCFBRQSA-N	5	4	2894
BGC0001711.0	occidiofungin A	CCCCOC1CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)CC(C1)OC1OC[C@@H](O)[C@H](O)[C@H]1O)C(O)C1=CC=C(O)C=C1	Burkholderia pyrrocinia	MIBiG4.0	AOHSXULORROIFX-DOTMVGKOSA-N	8	7	661
