ID	Name	SMILES	Origin	InChiKey	Source
BGC0002555.2	emerimicin VII	CC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@](C)(CC)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NC(C)(C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CCC(N)=O)C(=O)N[C@](C)(CC)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(C)(C)C(=O)N[C@H](CO)CC1=CC=CC=C1	Acremonium sp.	XNZNCJQPJKHTPR-TYIXHQEYSA-N	MIBiG4.0rc1
BGC0002555.3	emerimicin VIII	CC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NC(C)(C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CCC(N)=O)C(=O)N[C@](C)(CC)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(C)(C)C(=O)N[C@H](CO)CC1=CC=CC=C1	Acremonium sp.	IXGDDEOWMDCTSR-RMNLLOOMSA-N	MIBiG4.0rc1
BGC0002555.4	emerimicin IX	CC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@](C)(CC)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(C)(C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CCC(N)=O)C(=O)N[C@](C)(CC)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(C)(C)C(=O)N[C@H](CO)CC1=CC=CC=C1	Acremonium sp.	XZIMXLSLLWNCNC-NXTDQQSXSA-N	MIBiG4.0rc1
BGC0002555.5	emerimicin X	CC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(C)(C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CCC(N)=O)C(=O)N[C@](C)(CC)C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(C)(C)C(=O)N[C@H](CO)CC1=CC=CC=C1	Acremonium sp.	ILFKIASPGGMGOF-CUJSTGIPSA-N	MIBiG4.0rc1
BGC0002564.0	megapolibactin Acyc	CCCCCCC[C@@H](O)CC(=O)NCC(=O)N[C@@H](C(=O)N[C@H]1COC(=O)[C@@H](CCC[N+]([O-])=NO)NC(=O)[C@H](C)NC(=O)[C@@H](CCC[N+]([O-])=NO)NC(=O)[C@@H]([C@@H](C)O)NC1=O)[C@@H](O)C(=O)O	Paraburkholderia megapolitana	KGDZOMCKCJGCOA-HRUAGVTDSA-N	MIBiG4.0rc1
BGC0002564.2	megapolibactin A	CCCCCCC[C@@H](O)CC(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C(=O)N[C@H](CCCN(O)N=O)C(=O)N[C@@H](C)C(=O)N[C@H](CCCN(O)N=O)C(=O)O)[C@@H](C)O)[C@@H](O)C(=O)O	Paraburkholderia megapolitana	IJKDECQEZBZGBZ-HRUAGVTDSA-N	MIBiG4.0rc1
BGC0002564.5	megapolibactin D	CCCCCCC[C@@H](O)CC(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C(=O)N[C@H](CCCN(O)N=O)C(=O)N[C@@H](CO)C(=O)N[C@H](CCCN(O)N=O)C(=O)O)[C@@H](C)O)[C@@H](O)C(=O)O	Paraburkholderia megapolitana	LKAAHWJXJKOYFO-PEFXTSJUSA-N	MIBiG4.0rc1
BGC0002565.0	plantaribactin	CCCCCCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@H](CO)C(=O)N[C@H]1CCCNC(=O)[C@@H](CCCN(O)N=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCN(O)N=O)NC1=O)[C@@H](O)C(=O)O	Burkholderia plantarii	LZKYOIUQAOXDOE-KXPMJRMKSA-N	MIBiG4.0rc1
BGC0002569.0	ornibactin C8	CCCCCC(CC(=O)N(CCCC(C(=O)NC(C(C(=O)O)O)C(=O)NC(CO)C(=O)NC(CCCN(C=O)O)C(=O)NCCCCN)N)O)O	Burkholderia cenocepacia J2315	NJIOFEXYZOVVKA-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002572.0	heinamide A1	C/C=C1/NC(=O)[C@H](CO)NC(=O)C[C@@H](CCCCC)NC(=O)CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CO)NC(=O)[C@@H]2C[C@@H](O)CN2C1=O	Nostoc sp. UHCC 0702	QVLTZWVEFSYWKB-WWEICQCCSA-N	MIBiG4.0rc1
BGC0002572.1	heinamide A2	C/C=C1/NC(=O)[C@H](CO)NC(=O)C[C@@H](CCCCC)NC(=O)CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C1=O	Nostoc sp. UHCC 0702	HYJDKTCLVOVFBX-AJKNKOHSSA-N	MIBiG4.0rc1
BGC0002572.2	heinamide A3	C/C=C1/NC(=O)[C@H](CO)NC(=O)C[C@@H](CCCCC)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C1=O	Nostoc sp. UHCC 0702	MTWUAQLAECPDDC-BKZVCSFGSA-N	MIBiG4.0rc1
BGC0002572.3	heinamide B1	CCCC(O)C[C@@H]1CC(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@H](C(O)C(C)C)C(=O)N[C@@H](CCOC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(O)CO)C(=O)N[C@H](C(C)C)C(=O)N2CC(C)[C@H](O)[C@H]2C(=O)N[C@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1	Nostoc sp. UHCC 0702	IZQUHJWJDZNBAZ-ZLQXIAIFSA-N	MIBiG4.0rc1
BGC0002572.4	heinamide B2	CCCC(O)C[C@@H]1CC(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@H](C(O)C(C)C)C(=O)N[C@@H](CCOC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(O)CO)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1	Nostoc sp. UHCC 0702	HOHFUOUUBIGTHJ-DCCNVSEVSA-N	MIBiG4.0rc1
BGC0002572.7	heinamide B5	CCCC(O)C[C@@H]1CC(=O)N[C@@H]([C@H](C)CC)C(=O)N[C@H](C(O)C(C)C)C(=O)N[C@@H](CCOC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(O)CO)C(=O)N[C@H](C(C)C)C(=O)N2CC(C)C[C@H]2C(=O)N[C@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1	Nostoc sp. UHCC 0702	ZKJBREDKJOQBBL-MSVAMHAPSA-N	MIBiG4.0rc1
BGC0002581.0	bosamycin A	COC1=C(C[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)CC2=CC=C(O)C=C2)[C@@H](O)C(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)C=CC(O)=C1	Streptomyces sp.	DMWWSICROMYZPA-QARSUBPGSA-N	MIBiG4.0rc1
BGC0002581.1	bosamycin B	COC1=C(C[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(N)=O)[C@@H](O)C(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)C=CC(O)=C1	Streptomyces sp.	VMWFRCGSDCBPRJ-VSGXLYRTSA-N	MIBiG4.0rc1
BGC0002581.2	bosamycin C	COC1=C(C[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)NC(=O)O)[C@@H](O)C(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)C=CC(O)=C1	Streptomyces sp.	SNVWXEJGAFYERY-VSGXLYRTSA-N	MIBiG4.0rc1
BGC0002581.3	bosamycin D	COC1=C(C[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(C)=O)[C@@H](O)C(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)C=CC(O)=C1	Streptomyces sp.	JYQBRRHPVQLUCY-ZJPHBKLHSA-N	MIBiG4.0rc1
BGC0002581.4	bosamycin E	COC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=C(OC)C=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)NC(=O)O)[C@@H](O)C(=O)O	Streptomyces sp.	GHIFHRIFHRJZNG-WPFDVLOYSA-N	MIBiG4.0rc1
BGC0002581.5	bosamycin F	COC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=C(OC)C=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](O)C(=O)O	Streptomyces sp.	NPPJWNRQILLJAC-ZRMUVTKZSA-N	MIBiG4.0rc1
BGC0002589.0	argyrin F	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)CO)C	Cystobacter sp. SBCb004	FJSMXOTZGJRIEU-GZAHMLPMSA-N	MIBiG4.0rc1
BGC0002589.1	argyrin E	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)NCC2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C	Cystobacter sp. SBCb004	IVTXVXMGLJEYAA-ANFLZCCJSA-N	MIBiG4.0rc1
BGC0002589.3	argyrin B	CC[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C)C	Cystobacter sp. SBCb004	OVJDNZFLEREPKG-VPMCBBNJSA-N	MIBiG4.0rc1
BGC0002589.4	argyrin G	CC[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)CO)C	Cystobacter sp. SBCb004	JPZANUPQKYWILL-ZBBWKFRYSA-N	MIBiG4.0rc1
BGC0002589.6	argyrin A	C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C)C	Cystobacter sp. SBCb004	MXGWDBFUMHUPTG-SKZNYKRCSA-N	MIBiG4.0rc1
BGC0002611.0	mulundocandin	CC[C@H](C)CCCCCCCCCCC(=O)N[C@H]1C[C@@H]([C@@H](NC(=O)[C@H]2[C@@H]([C@@H](CN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](NC1=O)[C@H](C)O)O)[C@H]([C@H](C4=CC=C(C=C4)O)O)O)CO)C)O)O)O	Aspergillus mulundensis	WUPSJTQKGFMDON-QCTZMLGRSA-N	MIBiG4.0rc1
BGC0002623.0	microginin 755	OC1=CC=C(CC(C(O)=O)NC(C2N(C(C(NC(C3CCCN3C(CC(CCCCCCC(Cl)[H])N)=O)=O)CCC4=CC=C(O)C=C4)=O)CCC2)=O)C=C1	Microcystis aeruginosa LEGE 91341	GQILAPOESMOZJI-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002623.10	microginin 558	OC(C1N(C(C(NC(C2CCCN2C(CC(CCCCCCC([H])[H])N)=O)=O)CCC3=CC=C(O)C=C3)=O)CCC1)=O	Microcystis aeruginosa LEGE 91341	IKRSTJGYJNFCFV-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002623.2	microginin 773	OC1=CC=C(CC(C(O)=O)NC(C2N(C(C(NC(C3CCCN3C(CC(CCCCCCC(Cl)Cl)N)=O)=O)CCC4=CC=CC=C4)=O)CCC2)=O)C=C1	Microcystis aeruginosa LEGE 91341	KBYFOBFEVWUAKD-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002623.5	microginin 803	OC1=CC=C(CC(C(O)=O)NC(C2N(C(C(NC(C3CC(C)CN3C(CC(CCCCCCC(Cl)Cl)N)=O)=O)CCC4=CC=C(O)C=C4)=O)CCC2)=O)C=C1	Microcystis aeruginosa LEGE 91341	HKDUHJNLZOVWHW-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002625.0	desmamide A	NC(=O)CC[C@H]1NC(=O)C(C)C(CC(O)CCCCC)OC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)C(C)C)Cc1ccc(cc1)O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O)[C@@H](C)O	Desmonostoc muscorum LEGE 12446	SGSWMZBFZBNBSH-ONBVFTLRSA-N	MIBiG4.0rc1
BGC0002625.1	desmamide B	CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](CCC(=O)N)NC(=O)C(C)C(CC(O)CCCCC)OC(=O)[C@@H]2CCCN2C1=O)C(C)C)Cc1ccc(cc1)O[C@H]1OC[C@@H](OC(C)=O)[C@H](O)[C@H]1O)[C@@H](C)O	Desmonostoc muscorum LEGE 12446	HOBULLUHJKDCFY-YBOMPZLVSA-N	MIBiG4.0rc1
BGC0002625.2	desmamide C	CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](NC(=O)C(C)C(CC(O)CCCCC)OC(=O)[C@@H]2CCCN2C1=O)CCC(N)=O)C(C)C)[C@@H](C)O	Desmonostoc muscorum LEGE 12446	DULVYLSIPPATMK-VHNJGLBFSA-N	MIBiG4.0rc1
BGC0002632.0	Varlaxin 1046A	CC[C@@H](C)[C@@H](NC(=O)C(COS(=O)(=O)O)OC)C(=O)N1[C@H](C(=O)NCCC2=CCN(C(=N)N)C2)C[C@@H]2CC[C@@H](O[C@H]3O[C@H](COC(=O)CC4=CC=C(O)C=C4)[C@@H](O)[C@H](O)[C@H]3OC(=O)CC3=CC=C(O)C=C3)C[C@@H]21	Nostoc sp. UHCC 0870	XLWUTXGZKRJUAX-YSJAFXDJSA-N	MIBiG4.0rc1
BGC0002653.0	macolacin	CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](CO)C(=O)N[C@H]1CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)CC	Paenibacillus xylanexedens	AAGRATDORNCNQD-SDLACMQYSA-N	MIBiG4.0rc1
BGC0002654.0	lapcin	CCCCCCCCCCCC(O)CC(N[C@@H](C)C(N[C@@H](CO)C(N[C@@H](C)C(NC1=CC=C(C2=NC(C3=NC(C(N[C@H](C(NC4=CC=C(C(NC5=C(OC(C)C)C(O)=C(C(NC6=CC=C(C(O)=O)C=C6)=O)C=C5)=O)C=C4)=O)CC(N)=O)=O)=CS3)=CS2)C=C1)=O)=O)=O)=O	uncultured bacterium	PGUWWRYQXTXXKU-LPKYMUNCSA-N	MIBiG4.0rc1
BGC0002660.0	pentacitidin A	[H]C(C(NC([C@H]1CCCN1C([C@@H](NC([C@@H](NC([C@@H](CC2=CNC=N2)NC(CC(C)C)=O)=O)[C@H](CC)C)=O)C(C)C)=O)=O)CC3=CC=CC=C3)=O	Chitinophaga eiseniae	KEMCQOLILXTXHM-YLQYRENJSA-N	MIBiG4.0rc1
BGC0002660.1	pentacitidin B	[H]C(C(NC([C@H]1CCCN1C([C@@H](NC([C@@H](NC([C@@H](CC2=CNC=N2)NC(CC3=CC=CC=C3)=O)=O)[C@H](CC)C)=O)C(C)C)=O)=O)CC4=CC=CC=C4)=O	Chitinophaga eiseniae	KEIIWGOWWWRCLH-VKJAPUTGSA-N	MIBiG4.0rc1
BGC0002661.0	tasikamide A	CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@@H](C(=O)N[C@H](CC(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)C(=NNC2=C(C=C(C=C2)O)C(=O)OCCCCCCCCCC(C)C)C)C3=CC=CC=C3)C)CC4=CNC5=C4C=CC=C5OC)[C@H](C6=CC=CC=C6)O)C	Streptomyces tasikensis	LAKRHXMXFOPKER-DEEVKCKXSA-N	MIBiG4.0rc1
BGC0002662.0	petrichorin A	O=C1N2[C@@](C[C@H](O)CN2)([H])C(N[C@@H](COC)C(N[C@H]([C@H](C)O)C(N3[C@](C[C@]4(O)[C@@]3([H])NC5=C4C=C(C6=CC(Cl)=C(N[C@]7([H])[C@@]8(O)C[C@](C(N[C@H](C)C(N9[C@@H](CCCN9)C(N[C@H]([C@H](C)O)C(N(C)[C@@H](C)C%10=O)=O)=O)=O)=O)([H])N7C([C@@H]%11N%10NCCC%11)=O)C8=C6)C(Cl)=C5)([H])C(N[C@H]([C@@H](C)CC)C(N%12[C@H]1CCCN%12)=O)=O)=O)=O)=O	Lentzea flaviverrucosa	XWLPYMOXUSBBPZ-YMUHMYLUSA-N	MIBiG4.0rc1
BGC0002662.1	petrichorin B	O=C1N2[C@@](C[C@H](O)CN2)([H])C(N[C@@H](COC)C(N[C@H]([C@H](C)O)C(N3[C@](C[C@]4(O)[C@@]3([H])NC5=C4C=C(C6=C(Cl)C=C(N[C@]7([H])[C@@]8(O)C[C@](C(N[C@H]([C@@H](C)CC)C(N9[C@@H](CCCN9)C(N%10[C@@](C[C@H](O)CN%10)([H])C(N[C@@H](COC)C%11=O)=O)=O)=O)=O)([H])N7C([C@@H]([C@H](C)O)N%11)=O)C8=C6)C(Cl)=C5)([H])C(N[C@H]([C@@H](C)CC)C(N%12[C@H]1CCCN%12)=O)=O)=O)=O)=O	Lentzea flaviverrucosa	QNMZBIPZSNUXLO-WALHUMGUSA-N	MIBiG4.0rc1
BGC0002693.0	pyoverdine SXM-1	O=C1N(O)CCC[C@H]1NC([C@H](NC(CNC([C@@H](NC([C@H](NC([C@@H](NC(CNC([C@@H](CCCN(O)C(C)=O)NC([C@H](NC(C2N3C(C(NC(CCC(O)=O)=O)=CC4=CC(O)=C(O)C=C34)=NCC2)=O)CO)=O)=O)=O)[C@H](O)C)=O)[C@H](O)C)=O)CCC(N)=O)=O)=O)CO)=O	Pseudomonas sp. SXM-1	PETUTBCLUBRRGR-QRQTUSCRSA-N	MIBiG4.0rc1
BGC0002735.0	incarnatapeptin A	CC(C)[C@H](O)[C@H](NC(=O)[C@@](C)(O)C12CCC([C@@H](C)O1)[C@@H](C)O2)C(=O)N1NCCC[C@@H]1C(=O)N(O)[C@@H](C)C(=O)N1NCCC[C@@H]1C(=O)N1NCCC[C@H]1C(=O)O	Streptomyces incarnatus	BRARBDOBDCKGGD-WOBSXSHDSA-N	MIBiG4.0rc1
BGC0002735.1	incarnatapeptin B	CC(C)[C@@H]1OC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CCCNN2C(=O)[C@H]2CCCNN2C(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C(=O)[C@H]1NC(=O)[C@@](C)(O)C12CCC([C@@H](C)O1)[C@@H](C)O2	Streptomyces incarnatus	PPOCPQTXIGARKU-YKLWHMBGSA-N	MIBiG4.0rc1
BGC0002752.0	prosekin	C1(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)CC(CCCCCCC)O)C(C)OC(=O)C(C(C)CC)NC1=O)C(CC)C	Pseudomonas prosekii LMG 26867	QZVCYYNGZVFUHG-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002755.0	clovibactin	CC(C)C[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O[C@H]1C(N)=O	Eleftheria terrae P9846	SMQAHGKBWXPEHB-HHHSQLJLSA-N	MIBiG4.0rc1
BGC0002760.0	myxovalargin A	CC(C)CC(N/C(C(N[C@H](C(N(C)[C@@H](C)C(N[C@H](C(C)C)C(N[C@H](C(C)C)C(N[C@H](C1=CC=C(O)C=C1)CC(N[C@H](C(C)C)C(N/C(C(N[C@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@H](C(C)C)C(N/C(C(N[C@H](C)C(N[C@H](C(C)(O)C)C(NCCCCNC(N)=N)=O)=O)=O)=C(CC)\C)=O)=O)=O)=O)=C(C)\C)=O)=O)=O)=O)=O)=O)C)=O)=C(C)\C)=O	Corallococcus coralloides 1071	HWLJLKDUPPGOEO-YNCHCJFZSA-N	MIBiG4.0rc1
BGC0002765.0	Keanumycin A	[H][C@@]1(NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCO)NC(=O)CNC(=O)[C@H](CCN)NC(=O)[C@@H](COC(=O)[C@]([H])(NC(=O)[C@H](NC(=O)\C(NC1=O)=C\C)[C@@H](O)C(O)=O)[C@@H](O)CCl)NC(=O)C[C@@H](O)[C@@H](O)CCCCCCCCCCCC)[C@@H](C)O	Pseudomonas sp. QS1027	XDJBVZOISBVKGQ-VTVSSOQQSA-N	MIBiG4.0rc1
BGC0002765.2	Keanumycin C	[H][C@@](NC(=O)[C@H](NC(=O)C(\NC(=O)[C@]([H])(NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCO)NC(=O)CNC(=O)[C@H](CC=N)NC(=O)[C@@H](CO)NC(=O)C[C@@H](O)[C@@H](O)CCCCCCCCCCCC)[C@@H](C)O)=C\C)[C@@H](O)C(O)=O)([C@@H](O)CCl)C(O)=O	Pseudomonas sp. QS1027	WVWLVCDDGMCFRA-YCCYKBMMSA-N	MIBiG4.0rc1
BGC0002810.0	hangtaimycin	COC(C)C(NC(=O)C(=C)NC(=O)\C=C\C=C\CCCC1=CC(=O)OC(C1)C(O)NC(=O)C(\C)=C\C(C)NC(=O)\C=C/C=C/C)C(=O)N1C(=O)[C@H](CC2=CNC3=C2C=CC=C3)N(C)C(=O)\C1=C\C	Streptomyces spectabilis CPCC 200148	LGOZWCQQHDTENY-QDBKTOAVSA-N	MIBiG4.0rc1
BGC0002815.0	acidobactamide A	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(O)=O)NC(=O)CNC(=O)[C@H](C)[C@H](O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](NC(=O)CC(N)C[C@H](O)[C@@H](NC(=O)[C@@H](O)CC2=CC=CC=C2)[C@H](O)C2=CC=C(OC)C=C2)[C@@H](C)O)[C@@H](C)OC(=O)[C@@H]([C@@H](C)CC)N(C)C(=O)[C@@H](CC(N)=O)NC1=O	Acanthopleuribacter pedis KCTC 12899	LEWOAKFWNHLJSG-RGNSTYQKSA-N	MIBiG4.0rc1
BGC0002815.1	acidobactamide B	CC[C@H](C)[C@@H]1NC(=O)[C@H](NC(=O)CNC(=O)[C@H](C)[C@H](O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](NC(=O)CC(N)C[C@H](O)[C@@H](NC(=O)[C@@H](O)CC2=CC=CC=C2)[C@H](O)C2=CC=C(OC)C=C2)[C@@H](C)O)[C@@H](C)OC(=O)[C@@H]([C@@H](C)CC)N(C)C(=O)[C@@H](CC(N)=O)NC1=O)C(C)C(O)=O	Acanthopleuribacter pedis KCTC 12899	OZNJASPWHDSQSG-UXIIZGGPSA-N	MIBiG4.0rc1
BGC0002815.2	acidobactamide C	CC[C@H](C)[C@H]1N(C)C(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](CC(O)=O)NC(=O)CNC(=O)[C@H](C)[C@H](O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](NC(=O)CC(N)C[C@H](O)[C@@H](NC(=O)[C@@H](O)CC2=CC=CC=C2)[C@H](O)C2=CC=C(OC)C=C2)[C@@H](C)O)[C@@H](C)OC1=O)C(C)C	Acanthopleuribacter pedis KCTC 12899	JTKYOBYUSHXUCL-SVZHJGFXSA-N	MIBiG4.0rc1
BGC0002844.0	burkholdine Bk1215	CCCCCCCCCCCC(C(C(CC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C(=O)N)O)CO)CC(=O)N)CCN)C(C2=CC=C(C=C2)O)O)CO)O)O)OC3C(C(C(CO3)O)O)O	Bukrholderia  catarinensis 89	ARGJHMFHVZLKHE-UHFFFAOYSA-N	MIBiG4.0rc1
