ID	Name	SMILES	Origin	InChiKey	Source
NPA005055	Trichovirin II 6b	CCC(C)(NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(CC)NC(=O)C(CCC(N)=O)NC(=O)C(C)(CC)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(C)(C)NC(C)=O)C(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)CC(C)C	Trichoderma viride NRRL 5243	VPLQVLFBQHCOHF-UHFFFAOYSA-N	NPAtlas
NPA005062	Naseseazine B	C1C[C@@H]2C(=O)N3[C@H](C[C@@]4([C@H]3NC5=CC=CC=C54)C6=CC7=C(C=C6)C(=CN7)C[C@@H]8C(=O)N9CCC[C@@H]9C(=O)N8)C(=O)N2C1	Streptomyces sp. (CMB-MQ030)	SUNBJXDNKYSACE-MWMQKBGASA-N	NPAtlas
NPA005069	Cerexin-D3	CCC(C)CCCCC(CC(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(C(C)CC)C(=O)O)O	Bacillus cereus 60-6	AHAZEMDQNBAXRV-UHFFFAOYSA-N	NPAtlas
NPA005079	Microcyclamide GL614C	CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)N3[C@@H](C[C@@]4([C@H]3NC(=O)N4C)O)C5=NC(=CS5)C(=O)N[C@H](C6=NC(=C(O6)C)C(=O)N1)C	Microcystis sp.	ILKKLNFJSSYIIX-KBCIWZPCSA-N	NPAtlas
NPA005090	Aselacin B	C[C@@H]1[C@@H](C(=O)NCCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCC(=O)O1)CO)CC2=CNC3=CC=CC=C32)NC(=O)[C@@H](CCC(=O)N)NC(=O)CCCCCCCC(=O)/C=C/C=C/CCCC(C)O	Acremonium sp.	YUBIUAUSTIXPQN-SBPAWIRTSA-N	NPAtlas
NPA005095	Micropeptin 88-F	CCCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)NC(CCC(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N3[C@@H](CCC(C3=O)NC(=O)[C@@H](NC2=O)CC4=CC=C(C=C4)O)O)C(C)C)C)CC5=CC=CC=C5)[C@@H](C)CC)C)C(=O)OC	Cyanobacterium sp.	LLRIWFOSYFXMLM-RWXKQYELSA-N	NPAtlas
NPA005097	Micropeptin MZ939A	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)[C@@H](C)CC)OC)CCCN=C(N)N)NC(=O)[C@@H](COS(=O)(=O)O)O)C	Microcystis sp.	MAPYTJSQLKSZEZ-WLQPTDKLSA-N	NPAtlas
NPA005108	Lyngbyazothrin B	CC[C@H](C)[C@@H]1C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)NC(C(=O)N2CCC[C@H]2C(=O)NC(C(C(=O)N[C@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)N1)CCC(=O)N)O)CC(CC(C(CC(C)C)O)O)O)CCC5=CC=CC=C5)[C@@H](C)O)CO	Lyngbya sp.	OCPKVHKLLYWOOG-AZFXQPBMSA-N	NPAtlas
NPA005124	Beauveriolide IV	CCCCC(C)C1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C)C(C)C	Beauveria sp. FO-6979	YVEIVEAWQYFHFP-KRELLBQZSA-N	NPAtlas
NPA005141	Verrucamide D	C[C@@H]1C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1C)C(C)C)C(C)O)C)C(C)C)C(C)O)C)C(C)C)CC2=CC=CC=C2)C)C(C)C)CO)C(C)C)C)CO)C)C(C)C	Myrothecium verrucaria	HRWLTBUENCFLGG-QHCIBDNUSA-N	NPAtlas
NPA005149	Trichorozin-IV	CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)CO)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C	Trichoderma harzianum	IICJGRPHDDKCDK-UHFFFAOYSA-N	NPAtlas
NPA005153	Simplicilliumtide E	CC[C@@H](C)[C@@H](C(=O)N(C)[C@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)OC)NC(=O)C	Simplicillium obclavatum EIODSF 020	USCBZDVDPQNLLA-ZJMJOCHXSA-N	NPAtlas
NPA005158	GE-3B	C/C=C(\C)/C(=O)[C@@H](C)/C=C(\C)/[C@@H]1[C@H](CC[C@@](O1)(C(C)(C(=O)N[C@@H]([C@H](C(C)C)O)C(=O)N2[C@H](CCCN2)C(=O)N([C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N3[C@@H](CCCN3)C(=O)N[C@H]([C@H](C)O)C(=O)O)O)O)O)C	Streptomyces sp.	JZHHEDXKUYAXEI-XEOSYUJQSA-N	NPAtlas
NPA005166	Pseudomycin B	CCCCCCCCCCCC(CC(=O)NC1COC(=O)C(NC(=O)C(NC(=O)/C(=C\C)/NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(=O)O)CCCCN)CCN)C(C)O)C(C(=O)O)O)C(CCl)O)O	Pseudomonas syringae	NYRWZRIVFVWNTD-IMUCOVGGSA-N	NPAtlas
NPA005167	Pitipeptolide F	CC[C@H](C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)NCC(=O)O[C@H](C(C(=O)N[C@H](C(=O)N([C@H](C(=O)O1)CC3=CC=CC=C3)C)C(C)C)(C)C)CCCC#C)C(C)C	Lyngbya majuscula	MUYCJKBADGRSPP-NSYLWNNOSA-N	NPAtlas
NPA005168	Aquachelin B	CCCCCCCCCCCC(=O)NC(C(C(=O)O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCCN(C(=O)C)O)C(=O)NC(CO)C(=O)NC(CCCN(C(=O)C)O)C(=O)O	Marinobacter sp.	WOJFGQUZCNCVME-UHFFFAOYSA-N	NPAtlas
NPA005194	Massetolide E	CCCCCCC[C@@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1C(OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CC(C)C)CO)CC(C)C)CO)C(C)C)C)O	Pseudomonas sp.	GUMIALLQHODSIG-AQCLPQFOSA-N	NPAtlas
NPA005196	Thuricin 439B	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)(O)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CN)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(O)=O	Bacillus thuringiensis B439	QQVGLSFLNORITR-CQYXIJSISA-N	NPAtlas
NPA005207	Cyclo(L-Pro-L-Val-L-Val)	CC(C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N1)C(C)C	Streptomyces sp. Lz531	UCOHLBPVAYDLQD-SRVKXCTJSA-N	NPAtlas
NPA005209	Micropeptin HM978	CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N1C2=O)O)CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)O)O)C)C(C)C)CC4=CC=CC=C4)C	Microcystis sp.	ISXVVVPYLBADKW-ZATHPQPESA-N	NPAtlas
NPA005237	Trungapeptin A	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)O[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)C(C)C)C)C(C)C)C)CCCC#C	Lyngbya majuscula	ZSVZJFSZXRBSGU-URWRVPRISA-N	NPAtlas
NPA005241	Micropeptin 478-A	CCC(C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC(=C(C=C3)O)Cl)C)C(C)CC)O)CCCN=C(N)N)NC(=O)[C@@H](COS(=O)(=O)O)O)C	Microcystis aeruginosa	XQAUOXBHKXOGBQ-UWMXWBBCSA-N	NPAtlas
NPA005248	Lichenysin G15	CC[C@H](C)[C@H]1C(=O)OC(CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)N)CCCCCCCCCC(C)C	Bacillus licheniformis IM 1307	UFXZNDDRRLHZPP-RBBWHCKKSA-N	NPAtlas
NPA005251	Not named	C/C(=C\C(=O)N(CCC[C@H]1C(=O)N[C@H](C(=O)N1)CCCN(C(=O)C)O)O)/CCO	Perisporiopsis melioloides	QCTKHEQQBXBMAZ-NOQIOLJMSA-N	NPAtlas
NPA005254	Gliotide	CC1C(=O)N[C@@H](C(=O)O[C@H](C(=O)NC(C(=O)NCC(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)O)C)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC=C(C)C	Gliocladium sp.	JNXJCUUDHZAFNN-FNIIPNAYSA-N	NPAtlas
NPA005263	Calcaripeptide A	C[C@@H]\1CC[C@H](OC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](C(=O)/C(=C1)/C)C)CC3=CC=CC=C3)C	Calcarisporium sp. strain KF525	OQMLOMRYHZYBNH-MTXYPNDYSA-N	NPAtlas
NPA005265	SF-1902-A4b	CCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)CNC(=O)O1)C(C)C)CO)C(C)C)C(C)CC)C)C	Streptomyces hygroscopicus SF-1902	KRPGEQRWVGNLJX-UHFFFAOYSA-N	NPAtlas
NPA005304	Xentrivalpeptide I	CCC(C)[C@@H](C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC1=O)CC3=CC=CC=C3)C(C)C)C(C)C)C(C)C)C)NC(=O)CC4=CC=CC=C4	Xenorhabdus sp. 85816	WUAZBFIPYKXGNS-DKTBIUJPSA-N	NPAtlas
NPA005306	Quinoxapeptin A	C[C@@H]1C[C@H]1C(=O)O[C@H]2CC=NN3[C@@H]2C(=O)NCC(=O)N(CC(=O)N([C@H](C(=O)OC[C@H](C(=O)N4[C@@H](C(CC=N4)OC(=O)[C@@H]5C[C@H]5C)C(=O)NCC(=O)N(CC(=O)N([C@H](C(=O)OC[C@H](C3=O)NC(=O)C6=CN=C7C=C(C=CC7=N6)OC)C(C)(C)O)C)C)NC(=O)C8=CN=C9C=C(C=CC9=N8)OC)C(C)(C)O)C)C	Unknown-bacterium actinomycete MA7295 (ATCC 55599)	UQBUPZAJDRSUTD-RRAZMALHSA-N	NPAtlas
NPA005312	Formobactin	CCCCCCCCCC(C(C)(C)C(=O)NC1CCCCN(C1=O)O)OC(=O)C(CCCCN(C=O)O)NC(=O)C2=C(OC(=N2)C3=CC=CC=C3O)C	Nocardia sp. ND20	ZZBSPTCNZDTZBR-UHFFFAOYSA-N	NPAtlas
NPA005323	Carboxymycobactin-4	CCC(C(C)C(=O)NC1CCCCN(C1=O)O)OC(=O)C(CCCCN(C(=O)/C=C\CCCCCCC(=O)O)O)NC(=O)C2C(OC(=N2)C3=CC=CC=C3O)C	Mycobacterium avium	PYSZFJPJQMRMAY-NKVSQWTQSA-N	NPAtlas
NPA005343	Aspergilumamide A	CN1C2=NC=C(N=C2C(=O)N(C1=O)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NC3=CC=CC=C3C(=O)OC	Aspergillus sp. (33241)	MEICOTRNKNPKQV-ZDUSSCGKSA-N	NPAtlas
NPA005344	Apramide B	C[C@@H](C(=O)N(C)[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC2=CC=C(C=C2)OC)C(=O)N(C)CC3=NC=CS3)N(C)C(=O)CCCCCC#C	Lyngbya majuscula	BCUVOJDQGDCCLP-ASAKNYMISA-N	NPAtlas
NPA005362	Not named	C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)CCCC(CC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)N	Pseudomonas sp.	YDRFWTMLXCWRLI-AKQSQHNNSA-N	NPAtlas
NPA005368	N-γ-glutamyl-boletine	CCCCC(=O)CCC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N	Tylopilus sp.	YKKFSDKZBGDWDC-RYUDHWBXSA-N	NPAtlas
NPA005378	Pestalazine B	CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N1)CC2=CN(C3=CC=CC=C32)[C@]45C[C@H]6C(=O)N[C@@H](C(=O)N6[C@H]4NC7=CC=CC=C57)CC8=CC=CC=C8	Pestalotiopsis theae	XGDLDPOMNWGMAL-OHSSISEWSA-N	NPAtlas
NPA005383	Pseudomonas a ferritin	CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CN=CN1)C=O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CCSC)N	Pseudomonas aeruginosa	WHCYZGLGDNCDKO-UHFFFAOYSA-N	NPAtlas
NPA005412	Nocardimicin G	CCCCCCCCCCCCCC(C(C)C(=O)NC1CCCCN(C1=O)O)OC(=O)C(CCCCN(C=O)O)NC(=O)C2COC(=N2)C3=CC=CC=C3O	Nocardia nova JCM 6044	BFLJQOOARUUJTR-UHFFFAOYSA-N	NPAtlas
NPA005433	Bacillomycin Lc 2	C[C@H]([C@H]1C(=O)N[C@@H](CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CO)CCC(=O)O)CO)CC(=O)N)CC2=CC=C(C=C2)O)CC(=O)N)CCCCCCCCCC(C)C)O	Bacillus sp. SNA-60-367	GVLISDGZEVBRHD-QJFMAMMKSA-N	NPAtlas
NPA005434	PAX6	CCCCCC/C=C\CCC[C@H](CC(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCCCN)CCCCN)CCCCN)CCCCN)O	Xenorhabdus nematophila (strain HGB081)	AYZHFLVNHAQMID-JVYDVMDSSA-N	NPAtlas
NPA005435	Lyngbyazothrin D	CC[C@H](C)[C@@H]1C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)NC(C(=O)N2CCC[C@H]2C(=O)NC(C(C(=O)N[C@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)N1)CCC(=O)N)O)CC(CC(C(CC(C)C)O)O)OC(=O)C(CC5=CC=C(C=C5)O)N(C)C(=O)C)CCC6=CC=CC=C6)[C@@H](C)O)CO	Lyngbya sp.	XCGGFKXEWPNQFS-CRPGRYFWSA-N	NPAtlas
NPA005449	Halobacillin	CCCCCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)[C@H](C)CC)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)N	Bacillus sp. (CND-914)	IJMDOTXFQGFKQU-ZVHYYWKSSA-N	NPAtlas
NPA005450	Surugamide A	CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2)[C@@H](C)CC)CCCCN)[C@@H](C)CC	Streptomyces sp.	NPYICXUUGUJPMM-QIUOYRCFSA-N	NPAtlas
NPA005465	2-acetamido-3-(2,3-dihydroxybenzoylthio)propanoic acid	CC(=O)NC(CSC(=O)C1=C(C(=CC=C1)O)O)C(=O)O	Unknown-bacterium actinomycete strain USF-TC31	AEHHBTDSMVLNMH-UHFFFAOYSA-N	NPAtlas
NPA005470	Tasiamide	CC[C@H](C)[C@@H](C(=O)NCC(=O)N(C)[C@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)OC)NC(=O)[C@H](CCC(=O)N)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)O	Symploca sp.	LNEYJLFOLWPLKO-JQEFZHILSA-N	NPAtlas
NPA005474	Boletocrocin G	CC[C@H](C)[C@@H](C(=O)O)NC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)N[C@@H](CCC(=O)N)C(=O)O	Boletus laetissimus	CNIODEQJTNEOAX-VHOBQHEYSA-N	NPAtlas
NPA005477	Deoxyactagardine B	CCC(C)C1C(=O)NC(C(=O)NC2CSC(C(C(=O)NC(C(=O)NC(C(SCC3C(=O)NC(C(=O)NC(CSC(C(C(=O)NC(C(=O)NC(C(=O)N3)C(C)C)CC(C)C)NC(=O)CNC2=O)C)C(=O)O)C)C)C(=O)N1)CC(C)C)NC(=O)C4CSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N4)C(C)C)CC5=CNC6=CC=CC=C65)CO)N)C)CCC(=O)O	Actinoplanes liguriae	PAPAEJBODJVBID-UHFFFAOYSA-N	NPAtlas
NPA005509	Desmethyldestruxin B2	CC[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)NCCC(=O)O[C@@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(C)C)C)C)C(C)C	Metarhizium anisopliae	DXGREKPJNZCYLD-UERWRGBPSA-N	NPAtlas
NPA005515	Lichenysin-G2a	CCC(C)CCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C(C)CC)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)N	Bacillus licheniformis	NEXHYHQPSGRWAI-UHFFFAOYSA-N	NPAtlas
NPA005527	Marinobactin E	CCCCCCCCCCCCCCCC(=O)NC1C(C(=O)NCCC(NC1=O)C(=O)NC(CO)C(=O)NC(CCCN(C(=O)C)O)C(=O)NC(CO)C(=O)NC(CCCN(C(=O)C)O)C(=O)O)O	Marinobacter sp.	RVSQQANSFOFXSS-UHFFFAOYSA-N	NPAtlas
NPA005530	Hassallidin A	CCCCCCCCCCCC(C(C(=O)NC(C(C)O)C(=O)NC1C(OC(=O)C(NC(=O)C(N(C(=O)CNC(=O)C(NC(=O)/C(=C/C)/NC(=O)[C@H](NC(=O)C(NC1=O)C(C)O)CC2=CC=C(C=C2)O)CCC(=O)N)C)C(C)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CCC(=O)N)C)O)O	Hassallia sp.	TZKSEIAJQMPEJX-AQUOXTFPSA-N	NPAtlas
NPA005532	Chloropeptin I	CN1C(CC2=CC=C(C=C2)OC3=C(C4=CC(=C3)C(C(=O)NC(C1=O)C5=CC(=C(C(=C5)Cl)O)Cl)NC(=O)C(NC(=O)C(CC6=CNC7=C6C=CC=C47)NC(=O)C(=O)C8=CC(=C(C(=C8)Cl)O)Cl)C9=CC(=C(C(=C9)Cl)O)Cl)O)C(=O)NC(C1=CC=C(C=C1)O)C(=O)O	Streptomyces sp. WK-3419	FRRCHJPQSWYJSH-UHFFFAOYSA-N	NPAtlas
NPA005533	Trichogin A IV	CCCCCCCC(=O)NC(C)(C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)CO	Trichoderma longibrachiatum	LZAAXJCEERCDPT-CKFFZNTQSA-N	NPAtlas
NPA005539	Metatacarboline B	C1C[C@H](N(C1)C(=O)CCC2=C3C(=CC(=N2)C(=O)N[C@@H](CCC(=O)N)C(=O)O)C4=CC=CC=C4N3)C(=O)O	Mycena metata	UOPJGWVZRMXEJR-HKUYNNGSSA-N	NPAtlas
NPA005540	QN-Quinomycin A	CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=CC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=CC6=CC=CC=C6N=C5)C)C)SC)C	Streptomyces sp.	ZSPMUGHMAZVYBG-UHFFFAOYSA-N	NPAtlas
NPA005549	PAX5	CCCCCC/C=C\CCC[C@H](CC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCCCN)CCCCN)CCCCN)CCCCN)O	Xenorhabdus nematophila HGB081	DZFFFNBFSIGFMU-FFAWSATFSA-N	NPAtlas
NPA005566	Hoiamide B	CCC[C@@H](C)[C@@H]([C@H](C)[C@@H]1[C@H]([C@H](CC2=NC(=CS2)C3=N[C@](CS3)(C4=N[C@](CS4)(C(=O)N[C@H]([C@H]([C@H](C(=O)OC(C(=O)N[C@H](C(=O)O1)[C@@H](C)O)[C@@H](C)CC)C)O)[C@@H](C)CC)C)C)OC)C)O	Symploca sp.	KNGPFNUOXXLKCN-KKCRFZLHSA-N	NPAtlas
NPA005572	Simplicilliumtide B	CC[C@@H](C)[C@@H](C(=O)N(C)[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)NC2=CC=CC=C2C(=O)O)N	Simplicillium obclavatum EIODSF 020	XTDZXTPSBXVWFR-LKDDOFHYSA-N	NPAtlas
NPA005591	Argyrin G	CC[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)CO)C	Archangium gephyra	JPZANUPQKYWILL-ZBBWKFRYSA-N	NPAtlas
NPA005594	Aeruginopeptin 228-A	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)NC2CCC(N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)[C@@H](C)O)O)CC4=CC=C(C=C4)O)NC(=O)[C@H](CCC(=O)N)NC(=O)C(CC5=CC=C(C=C5)O)O)C	Microcystis aeruginosa TAC 95	UXBXSFBQJFREKB-CRGLZCSQSA-N	NPAtlas
NPA005597	Cinnamomin	CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CO)C=O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CS)NC(=O)C(C)NC(=O)C(C(C)O)N	Phytophthora cinnamomi	VPULFZZKDBGLPS-UHFFFAOYSA-N	NPAtlas
NPA005598	Chaiyaphumine D	C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)O1)CC3=CNC4=CC=CC=C43)C)CC5=CC=CC=C5)NC(=O)C	Xenorhabdus sp. PB61	IACBOWBNBXRQFN-PKYHHUKHSA-N	NPAtlas
NPA005605	Pitipeptolide D	CC[C@H](C)[C@H]1C(=O)NCC(=O)O[C@H](C(C(=O)N[C@H](C(=O)N[C@H](C(=O)O[C@H](C(=O)N2CCC[C@H]2C(=O)N1)[C@@H](C)CC)CC3=CC=CC=C3)C(C)C)(C)C)CCCC#C	Lyngbya majuscula	JUWZHOPGNUQZRO-HTQBPSGHSA-N	NPAtlas
NPA005608	Neoantimycin F	C[C@H]1[C@@H](C(=O)O[C@H](C(=O)O[C@@H]([C@@H](C(C(=O)O[C@H](C(=O)O1)C(C)C)(C)C)O)CC2=CC=CC=C2)C(C)C)NC(=O)C3=C(C(=CC=C3)NC=O)O	Streptoverticillium orinoci	SVFSHXNTOKYNKD-NMSMKCJHSA-N	NPAtlas
NPA005613	Xentrivalpeptide P	CCCC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC1=O)CC3=CC=CC=C3)C(C)C)CC)C(C)C)C	Xenorhabdus sp. 85816	GWDFNWGLIREUSJ-RZFJHHCXSA-N	NPAtlas
NPA005620	Pteratide II	CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N2C[C@@H](C[C@H]2C(=O)N([C@H](C(=O)N[C@H](C(=O)N1C)CC3=CC=CC=C3)C)C)C)C)C)CC(C)C)C)NC(=O)C4=CC=CC=C4)C)C(C)C)C	Pterula sp.	FWWOFNCROANNII-QVDBIAKNSA-N	NPAtlas
NPA005624	Argyrin D	CC[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=C(NC4=C3C(=CC=C4)OC)C)CC5=CNC6=CC=CC=C65)C)C	Archangium gephyra	YWFWQSOGXWSPNY-RAPHMYFOSA-N	NPAtlas
